sentiment,text,cleaned_text,tokenized_text,POS tagged,Lemma
Negative,The hospital didn't have adequate policies or procedures in place to address issues related to cultural or linguistic differences.,hospital adequate policies procedures place address issues related cultural linguistic differences,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'address', 'issues', 'related', 'cultural', 'linguistic', 'differences']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('address', 'a'), ('issues', 'n'), ('related', 'a'), ('cultural', 'a'), ('linguistic', 'a'), ('differences', 'n')]",  hospital adequate policy procedure place address issue related cultural linguistic difference
Negative,"I felt that the hospital staff members didn't take my concerns or symptoms seriously, causing delays in my treatment.",felt hospital staff members take concerns symptoms seriously causing delays treatment,"['felt', 'hospital', 'staff', 'members', 'take', 'concerns', 'symptoms', 'seriously', 'causing', 'delays', 'treatment']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('take', 'v'), ('concerns', 'n'), ('symptoms', 'n'), ('seriously', 'r'), ('causing', 'v'), ('delays', 'n'), ('treatment', 'n')]",  felt hospital staff member take concern symptom seriously cause delay treatment
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a medical device that was implanted in my body.,hospital provide enough information potential risks complications medical device implanted body,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'medical', 'device', 'implanted', 'body']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('medical', 'a'), ('device', 'n'), ('implanted', 'v'), ('body', 'n')]",  hospital provide enough information potential risk complication medical device implant body
Negative,"The hospital didn't have adequate accommodations for patients who require privacy or quiet spaces, such as those with sensory sensitivities.",hospital adequate accommodations patients require privacy quiet spaces sensory sensitivities,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'privacy', 'quiet', 'spaces', 'sensory', 'sensitivities']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('privacy', 'n'), ('quiet', 'a'), ('spaces', 'n'), ('sensory', 'a'), ('sensitivities', 'n')]",  hospital adequate accommodation patient require privacy quiet space sensory sensitivity
Negative,The hospital didn't provide me with enough information about the potential risks or benefits of undergoing radiation therapy for my condition.,hospital provide enough information potential risks benefits undergoing radiation therapy condition,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'benefits', 'undergoing', 'radiation', 'therapy', 'condition']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('benefits', 'n'), ('undergoing', 'v'), ('radiation', 'n'), ('therapy', 'n'), ('condition', 'n')]",  hospital provide enough information potential risk benefit undergo radiation therapy condition
Negative,I experienced delays in receiving follow-up care or appointments after my hospital stay.,experienced delays receiving follow care appointments hospital stay,"['experienced', 'delays', 'receiving', 'follow', 'care', 'appointments', 'hospital', 'stay']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('follow', 'a'), ('care', 'n'), ('appointments', 'n'), ('hospital', 'n'), ('stay', 'n')]",  experienced delay receive follow care appointment hospital stay
Negative,"The hospital didn't have adequate policies or procedures in place to prevent medication errors, such as double-checking dosages or verifying allergies.",hospital adequate policies procedures place prevent medication errors double checking dosages verifying allergies,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'prevent', 'medication', 'errors', 'double', 'checking', 'dosages', 'verifying', 'allergies']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'n'), ('place', 'v'), ('prevent', 'a'), ('medication', 'n'), ('errors', 'n'), ('double', 'a'), ('checking', 'v'), ('dosages', 'n'), ('verifying', 'v'), ('allergies', 'n')]",  hospital adequate policy procedure place prevent medication error double check dosage verify allergy
Negative,"I felt that the hospital staff members didn't listen to my concerns or complaints about my treatment, causing me to feel ignored or dismissed.",felt hospital staff members listen concerns complaints treatment causing feel ignored dismissed,"['felt', 'hospital', 'staff', 'members', 'listen', 'concerns', 'complaints', 'treatment', 'causing', 'feel', 'ignored', 'dismissed']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('listen', 'v'), ('concerns', 'n'), ('complaints', 'n'), ('treatment', 'n'), ('causing', 'v'), ('feel', 'n'), ('ignored', 'v'), ('dismissed', 'a')]",  felt hospital staff member listen concern complaint treatment cause feel ignore dismissed
Negative,The hospital didn't provide me with enough information about the potential risks or complications of undergoing a medical procedure while pregnant.,hospital provide enough information potential risks complications undergoing medical procedure pregnant,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'undergoing', 'medical', 'procedure', 'pregnant']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('undergoing', 'v'), ('medical', 'a'), ('procedure', 'n'), ('pregnant', 'n')]",  hospital provide enough information potential risk complication undergo medical procedure pregnant
Negative,The hospital didn't have adequate accommodations for patients who require medical treatment during pregnancy or childbirth.,hospital adequate accommodations patients require medical treatment pregnancy childbirth,"['hospital', 'adequate', 'accommodations', 'patients', 'require', 'medical', 'treatment', 'pregnancy', 'childbirth']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('require', 'v'), ('medical', 'a'), ('treatment', 'n'), ('pregnancy', 'n'), ('childbirth', 'n')]",  hospital adequate accommodation patient require medical treatment pregnancy childbirth
Negative,I felt that the hospital staff members didn't take enough time to explain my medical condition or treatment options to me.,felt hospital staff members take enough time explain medical condition treatment options,"['felt', 'hospital', 'staff', 'members', 'take', 'enough', 'time', 'explain', 'medical', 'condition', 'treatment', 'options']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('take', 'v'), ('enough', 'a'), ('time', 'n'), ('explain', 'v'), ('medical', 'a'), ('condition', 'n'), ('treatment', 'n'), ('options', 'n')]",  felt hospital staff member take enough time explain medical condition treatment option
Negative,The hospital didn't provide me with enough information about the potential risks or complications of undergoing chemotherapy for my condition.,hospital provide enough information potential risks complications undergoing chemotherapy condition,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'undergoing', 'chemotherapy', 'condition']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('undergoing', 'v'), ('chemotherapy', 'n'), ('condition', 'n')]",  hospital provide enough information potential risk complication undergo chemotherapy condition
Negative,The hospital didn't have adequate policies or procedures in place to ensure that patients receive appropriate pain management.,hospital adequate policies procedures place ensure patients receive appropriate pain management,"['hospital', 'adequate', 'policies', 'procedures', 'place', 'ensure', 'patients', 'receive', 'appropriate', 'pain', 'management']","[('hospital', 'n'), ('adequate', 'a'), ('policies', 'n'), ('procedures', 'v'), ('place', 'a'), ('ensure', 'v'), ('patients', 'n'), ('receive', 'a'), ('appropriate', 'a'), ('pain', 'n'), ('management', 'n')]",  hospital adequate policy procedures place ensure patient receive appropriate pain management
Negative,"I experienced delays in receiving pain medication or other forms of pain relief, causing me to suffer unnecessarily.",experienced delays receiving pain medication forms pain relief causing suffer unnecessarily,"['experienced', 'delays', 'receiving', 'pain', 'medication', 'forms', 'pain', 'relief', 'causing', 'suffer', 'unnecessarily']","[('experienced', 'a'), ('delays', 'n'), ('receiving', 'v'), ('pain', 'n'), ('medication', 'n'), ('forms', 'n'), ('pain', 'v'), ('relief', 'a'), ('causing', 'n'), ('suffer', 'v'), ('unnecessarily', 'r')]",  experienced delay receive pain medication form pain relief causing suffer unnecessarily
Negative,The hospital didn't provide me with enough information about the potential risks or complications of a blood transfusion that I received.,hospital provide enough information potential risks complications blood transfusion received,"['hospital', 'provide', 'enough', 'information', 'potential', 'risks', 'complications', 'blood', 'transfusion', 'received']","[('hospital', 'n'), ('provide', 'r'), ('enough', 'a'), ('information', 'n'), ('potential', 'n'), ('risks', 'n'), ('complications', 'n'), ('blood', 'n'), ('transfusion', 'n'), ('received', 'v')]",  hospital provide enough information potential risk complication blood transfusion receive
Negative,"The hospital didn't have adequate accommodations for patients with physical disabilities or mobility issues, such as accessible entrances or bathrooms.",hospital adequate accommodations patients physical disabilities mobility issues accessible entrances bathrooms,"['hospital', 'adequate', 'accommodations', 'patients', 'physical', 'disabilities', 'mobility', 'issues', 'accessible', 'entrances', 'bathrooms']","[('hospital', 'n'), ('adequate', 'a'), ('accommodations', 'n'), ('patients', 'n'), ('physical', 'a'), ('disabilities', 'n'), ('mobility', 'n'), ('issues', 'n'), ('accessible', 'a'), ('entrances', 'n'), ('bathrooms', 'n')]",  hospital adequate accommodation patient physical disability mobility issue accessible entrance bathroom
Negative,"I felt that the hospital staff members didn't treat me with respect or dignity, causing me to feel undervalued or disregarded.",felt hospital staff members treat respect dignity causing feel undervalued disregarded,"['felt', 'hospital', 'staff', 'members', 'treat', 'respect', 'dignity', 'causing', 'feel', 'undervalued', 'disregarded']","[('felt', 'a'), ('hospital', 'a'), ('staff', 'n'), ('members', 'n'), ('treat', 'v'), ('respect', 'a'), ('dignity', 'n'), ('causing', 'v'), ('feel', 'n'), ('undervalued', 'v'), ('disregarded', 'v')]",  felt hospital staff member treat respect dignity cause feel undervalue disregard
